comparison_id,study_id,comparison_type,modality_1,modality_2,version_1,version_2,n_readers,reader_1_specialty,reader_1_experience_yrs,reader_2_specialty,reader_2_experience_yrs,blinding,reading_session_type,n_cysts,n_categories,categories_used,collapsing_scheme,kappa_type,weight_scheme,kappa,kappa_se,ci_lower,ci_upper,observed_agreement,gwet_ac1,gwet_ac2,icc,icc_type,krippendorff_alpha,has_raw_table,exclude,metric_note,std_modality_1,std_modality_2,std_version_1,std_version_2,reader_structure,variation_axis,dep_id,sensitivity_flags,analytic_stratum,opes_rank,opes_include,opes_basis,opes_exclude_reason,exp_mean,specialty_group,blinding_reported,study_design_cat,region
C169,Nelson_2019,inter-reader,MRI (lumbar spine T2W),MRI (lumbar spine T2W),Binary (not Bosniak categories),Binary (not Bosniak categories),2,"['Neuroradiologist (9 yr, CAQ)', 'General radiologist (7 yr)']",9 years,,7 years,Unaware of clinical or imaging report information,Retrospective independent reading; disagreements resolved by consensus,149,2,"['Simple cyst', 'Complex renal lesion']",Binary: Bosniak I (simple) vs everything else (complex),Cohen_unweighted,unweighted,0.84,,,,,,,,,,0,not_bosniak_category_agreement,,MRI,MRI,binary,binary,single_pair,none,Nelson_2019_c1,no_ci,inter-reader,8.51,0,sole_estimate,,8.0,subspecialty,unclear,retrospective,North_America
C170,Osman_2021,inter-reader,CT/MRI,CT/MRI,Original,Original,3,"['Fellowship-trained abdominal radiologist (R2, R3, R4)']",5-8 years,,,Blinded,"Retrospective re-read, 2 sessions",103,5,"['I', 'II', 'IIF', 'III', 'IV']",,kappa_unspecified,unspecified,0.39,,,,,,,,,,0,,kappa_type_not_specified;weight_not_specified,CT_MRI,CT_MRI,original,original,pooled,version,Osman_2021_c1,kappa_type_not_specified;no_ci;weight_not_specified,inter-reader,1.97,,,lower_priority_version_within_study,6.5,mixed,blinded,retrospective,North_America
C171,Osman_2021,inter-reader,CT/MRI,CT/MRI,v2019,v2019,3,['Fellowship-trained abdominal radiologist'],5-8 years,,,Blinded,Retrospective re-read,103,5,"['I', 'II', 'IIF', 'III', 'IV']",,kappa_unspecified,unspecified,0.44,,,,,,,,,,0,,kappa_type_not_specified;weight_not_specified,CT_MRI,CT_MRI,v2019,v2019,pooled,version,Osman_2021_c1,kappa_type_not_specified;no_ci;weight_not_specified,inter-reader,1.97,1,pooled_direct,,6.5,mixed,blinded,retrospective,North_America
C172,Osman_2021,inter-reader,CT/MRI,CT/MRI,Original,Original,3,['Fellowship-trained abdominal radiologist'],5-8 years,,,Blinded,Retrospective re-read with online calculator aid,103,5,"['I', 'II', 'IIF', 'III', 'IV']",,kappa_unspecified,unspecified,0.25,,,,,,,,,,0,,kappa_type_not_specified;weight_not_specified,CT_MRI,CT_MRI,original,original,pooled,version,Osman_2021_c1,kappa_type_not_specified;no_ci;weight_not_specified,inter-reader,1.97,0,,duplicate_within_study,6.5,mixed,blinded,retrospective,North_America
C173,Osman_2021,inter-reader,CT/MRI,CT/MRI,v2019,v2019,3,['Fellowship-trained abdominal radiologist'],5-8 years,,,Blinded,Retrospective re-read with online calculator aid,103,5,"['I', 'II', 'IIF', 'III', 'IV']",,kappa_unspecified,unspecified,0.42,,,,,,,,,,0,,kappa_type_not_specified;weight_not_specified,CT_MRI,CT_MRI,v2019,v2019,pooled,version,Osman_2021_c1,kappa_type_not_specified;no_ci;weight_not_specified,inter-reader,1.97,0,,duplicate_within_study,6.5,mixed,blinded,retrospective,North_America
C174,Osman_2021,intra-reader,CT/MRI,CT/MRI,Both Original and v2019,Both Original and v2019,3,['Fellowship-trained abdominal radiologist'],5-8 years,,,Blinded,Session 1 (no calculator) vs Session 2 (with calculator),103,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_unweighted,unweighted,,,,,,,,,,,0,split_parent,,,,NA,NA,,,,,,,,,,6.5,mixed,blinded,retrospective,North_America
C175,Osman_2021,inter-version,CT/MRI,CT/MRI,Original,v2019,3,['Fellowship-trained abdominal radiologist'],5-8 years,,,,"Same session, Original classified first then v2019",103,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_unweighted,unweighted,,,,,,,,,,,0,split_parent,,,,NA,NA,,,,,,,,,,6.5,mixed,unclear,retrospective,North_America
C176,Pacheco_2020,inter-reader,MRI,,CBC (current/2005),,18,9 residents + 9 fellows,3rd-year residents and abdominal imaging fellows,,,"blinded; 8-week washout; BC19 first, CBC second",independent PACS,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.42,0.064,0.29,0.54,,,,,,,0,,,MRI,,original,original,pooled,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,-0.25,0,,lower_modality_priority,3.0,residents,blinded,retrospective,Other
C177,Pacheco_2020,inter-reader,CT,,CBC (current/2005),,18,9 residents + 9 fellows,3rd-year residents and fellows,,,blinded,independent PACS,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.43,0.064,0.3,0.55,,,,,,,0,,,CT,,original,original,pooled,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,-0.25,,,lower_priority_version_within_study,3.0,residents,blinded,retrospective,Other
C178,Pacheco_2020,inter-reader,MRI,,BC19 (version 2019),,18,9 residents + 9 fellows,3rd-year residents and fellows,,,blinded,independent PACS,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.38,0.054,0.27,0.48,,,,,,,0,,,MRI,,v2019,v2019,pooled,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,-0.25,0,,duplicate_within_study,3.0,residents,blinded,retrospective,Other
C179,Pacheco_2020,inter-reader,CT,,BC19 (version 2019),,18,9 residents + 9 fellows,3rd-year residents and fellows,,,blinded,independent PACS,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.4,0.056,0.29,0.51,,,,,,,0,,,CT,,v2019,v2019,pooled,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,-0.25,1,pooled_direct,,,residents,blinded,retrospective,Other
C180,Pacheco_2020,inter-reader,MRI,,CBC,,9,abdominal imaging fellows,fellows,,,blinded,independent,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.51,0.066,0.38,0.64,,,,,,,0,,,MRI,,original,original,subgroup,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,19.75,0,,less_preferred_structure:subgroup;lower_priority,,mixed,blinded,retrospective,Other
C181,Pacheco_2020,inter-reader,CT,,CBC,,9,fellows,fellows,,,blinded,independent,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.42,0.066,0.29,0.55,,,,,,,0,,,CT,,original,original,subgroup,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,19.75,0,,less_preferred_structure:subgroup;lower_priority,,residents,blinded,retrospective,Other
C182,Pacheco_2020,inter-reader,MRI,,CBC,,9,3rd-year residents,3rd year,,,blinded,independent,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.36,0.069,0.22,0.49,,,,,,,0,,,MRI,,original,original,subgroup,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,19.75,0,,less_preferred_structure:subgroup;lower_priority,3.0,residents,blinded,retrospective,Other
C183,Pacheco_2020,inter-reader,CT,,CBC,,9,residents,3rd year,,,blinded,independent,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.43,0.071,0.29,0.57,,,,,,,0,,,CT,,original,original,subgroup,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,19.75,0,,less_preferred_structure:subgroup;lower_priority,3.0,residents,blinded,retrospective,Other
C184,Pacheco_2020,inter-reader,MRI,,BC19,,9,fellows,fellows,,,blinded,independent,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.36,0.059,0.24,0.47,,,,,,,0,,,MRI,,v2019,v2019,subgroup,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,19.75,0,,less_preferred_structure:subgroup;lower_priority,,residents,blinded,retrospective,Other
C185,Pacheco_2020,inter-reader,CT,,BC19,,9,fellows,fellows,,,blinded,independent,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.41,0.069,0.28,0.55,,,,,,,0,,,CT,,v2019,v2019,subgroup,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,19.75,0,,less_preferred_structure:subgroup;lower_priority,,residents,blinded,retrospective,Other
C186,Pacheco_2020,inter-reader,MRI,,BC19,,9,residents,3rd year,,,blinded,independent,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.38,0.061,0.26,0.5,,,,,,,0,,,MRI,,v2019,v2019,subgroup,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,19.75,0,,less_preferred_structure:subgroup;lower_priority,3.0,residents,blinded,retrospective,Other
C187,Pacheco_2020,inter-reader,CT,,BC19,,9,residents,3rd year,,,blinded,independent,25,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.39,0.059,0.28,0.51,,,,,,,0,,,CT,,v2019,v2019,subgroup,modality;version;n_readers,Pacheco_2020_c1,small_sample,inter-reader,19.75,0,,less_preferred_structure:subgroup;lower_priority,3.0,residents,blinded,retrospective,Other
C188,Park_2021,inter-reader,CT,,version 2005,,2,Radiologist (genitourinary imaging),8 years,Radiologist (genitourinary imaging),5 years,blinded; random order; >=2 weeks between sessions,"independent, 4 sessions",104,4,"II, IIF, III, IV",,Cohen_weighted,linear,0.676,0.057,0.565,0.787,,,,,,,0,,,CT,,original,original,single_pair,modality;version,Park_2021_c1,,inter-reader,8.96,,,lower_priority_version_within_study,6.5,subspecialty,blinded,retrospective,Asia
C189,Park_2021,inter-reader,MRI,,version 2005,,2,Radiologist (genitourinary imaging),8 years,Radiologist (genitourinary imaging),5 years,blinded,independent,104,4,"II, IIF, III, IV",,Cohen_weighted,linear,0.782,0.05,0.684,0.881,,,,,,,0,,,MRI,,original,original,single_pair,modality;version,Park_2021_c1,,inter-reader,8.96,0,,duplicate_within_study,6.5,subspecialty,blinded,retrospective,Asia
C190,Park_2021,inter-reader,CT,,version 2019,,2,Radiologist (genitourinary imaging),8 years,Radiologist (genitourinary imaging),5 years,blinded,independent,104,4,"II, IIF, III, IV",,Cohen_weighted,linear,0.804,0.039,0.727,0.881,,,,,,,0,,,CT,,v2019,v2019,single_pair,modality;version,Park_2021_c1,,inter-reader,8.96,1,single_pair_direct,,6.5,subspecialty,blinded,retrospective,Asia
C191,Park_2021,inter-reader,MRI,,version 2019,,2,Radiologist (genitourinary imaging),8 years,Radiologist (genitourinary imaging),5 years,blinded,independent,104,4,"II, IIF, III, IV",,Cohen_weighted,linear,0.756,0.047,0.665,0.848,,,,,,,0,,,MRI,,v2019,v2019,single_pair,modality;version,Park_2021_c1,,inter-reader,8.96,0,,duplicate_within_study,6.5,subspecialty,blinded,retrospective,Asia
C192,Park_2021,inter-modality,CT,MRI,v2005,v2005,1,GU radiologist,8 years,,,blinded,independent,104,4,"II, IIF, III, IV",,Cohen_weighted,linear,0.723,0.063,0.6,0.846,0.817,,,,,,1,,,CT,MRI,original,original,single,version,Park_2021_c1,,inter-modality,3.96,,,lower_priority_version_within_study,8.0,general,blinded,retrospective,Asia
C193,Park_2021,inter-modality,CT,MRI,v2005,v2005,1,GU radiologist,5 years,,,blinded,independent,104,4,"II, IIF, III, IV",,Cohen_weighted,linear,0.711,0.059,0.595,0.827,0.769,,,,,,1,,,CT,MRI,original,original,single,version,Park_2021_c1,,inter-modality,3.96,0,,duplicate_within_study,5.0,general,blinded,retrospective,Asia
C194,Park_2021,inter-modality,CT,MRI,v2019,v2019,1,GU radiologist,8 years,,,blinded,independent,104,4,"II, IIF, III, IV",,Cohen_weighted,linear,0.704,0.057,0.593,0.816,0.75,,,,,,1,,,CT,MRI,v2019,v2019,single,version,Park_2021_c1,,inter-modality,3.96,1,single_direct,,8.0,general,blinded,retrospective,Asia
C195,Park_2021,inter-modality,CT,MRI,v2019,v2019,1,GU radiologist,5 years,,,blinded,independent,104,4,"II, IIF, III, IV",,Cohen_weighted,linear,0.781,0.05,0.683,0.879,0.808,,,,,,1,,,CT,MRI,v2019,v2019,single,version,Park_2021_c1,,inter-modality,3.96,0,,duplicate_within_study,5.0,general,blinded,retrospective,Asia
C196,Peard_2022,inter-modality,US,CT,mBosniak,mBosniak,1,pediatric urologist per institution,,,,not formally blinded,single reader per site,55,4,"1, 2, 3, 4",,Cohen_unweighted,unweighted,0.66,0.078,0.51,0.814,,,,,,,0,,,US,CT,modified,modified,single,modality;n_cysts,Peard_2022_c1,,inter-modality,4.45,1,single_direct,,,non_radiology,unblinded,retrospective,North_America
C197,Peard_2022,inter-modality,US,MRI,mBosniak,mBosniak,1,pediatric urologist,,,,not formally blinded,single reader per site,20,4,"1, 2, 3, 4",,Cohen_unweighted,unweighted,0.52,0.135,0.255,0.785,,,,,,,0,,,US,MRI,modified,modified,single,modality;n_cysts,Peard_2022_c2,small_sample,inter-modality,4.8,0,,lower_priority,,non_radiology,unblinded,retrospective,North_America
C198,Peard_2022,inter-modality,CT,MRI,mBosniak,mBosniak,1,pediatric urologist,,,,not formally blinded,single reader per site,13,4,"1, 2, 3, 4",,Cohen_unweighted,unweighted,0.476,0.159,0.164,0.788,,,,,,,0,,,CT,MRI,modified,modified,single,modality;n_cysts,Peard_2022_c3,small_sample;wide_ci,inter-modality,4.87,0,,lower_priority,,non_radiology,unblinded,retrospective,North_America
C199,Peng_2010,inter-reader,CECT,,modified Bosniak (Wallis 2008),,2,Radiologist (pediatric abdominal imaging),>10 years,Radiologist (pediatric abdominal imaging),3 years,blinded to clinical/histological data,independent retrospective,24,4,"I, II, III, IV",,kappa_unspecified,unspecified,0.864,,,,,,,,,,0,,kappa_type_not_specified;weight_not_specified,CT,,modified,modified,single_pair,modality,Peng_2010_c1,kappa_type_not_specified;no_ci;small_sample;weight_not_specified,inter-reader,12.76,1,single_pair_direct,,6.5,subspecialty,blinded,retrospective,Asia
C200,Peng_2010,inter-reader,US,,modified Bosniak (Wallis 2008),,2,Radiologist (pediatric abdominal imaging),>10 years,Radiologist (pediatric abdominal imaging),3 years,blinded,independent retrospective,24,4,"I, II, III, IV",,kappa_unspecified,unspecified,0.833,,,,,,,,,,0,,kappa_type_not_specified;weight_not_specified,US,,modified,modified,single_pair,modality,Peng_2010_c1,kappa_type_not_specified;no_ci;small_sample;weight_not_specified,inter-reader,12.76,0,,duplicate_within_study,6.5,subspecialty,blinded,retrospective,Asia
C201,Pitra_2018,inter-modality,CT,MRI,Bosniak original,Bosniak original,2,,,,,,,46,5,"I, II, IIF, III, IV",,,,,,,,0.3261,,,,,,0,no_stat,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,Europe
C204,Quaia_2008,inter-reader,CEUS,,CEUS criteria,,2,radiologists,2 years,,6 years,blinded,off-site independent; 1-day intervals,40,5,5-grade confidence,,Cohen_weighted,weighted_unspecified,0.81,,,,,,,,,,0,not_bosniak_category_agreement,weight_not_specified,CEUS,,modified,modified,pairwise,modality;version,Quaia_2008_c1,weight_not_specified;no_ci,inter-reader,30.6,0,,lower_modality_priority,4.0,general,blinded,retrospective,Europe
C205,Quaia_2008,inter-reader,CEUS,,CEUS criteria,,2,radiologists,6 years,,10 years,blinded,off-site independent,40,5,5-grade confidence,,Cohen_weighted,weighted_unspecified,0.67,,,,,,,,,,0,not_bosniak_category_agreement,weight_not_specified,CEUS,,modified,modified,pairwise,modality;version,Quaia_2008_c1,weight_not_specified;no_ci,inter-reader,30.6,0,,lower_modality_priority,8.0,general,blinded,retrospective,Europe
C206,Quaia_2008,inter-reader,CEUS,,CEUS criteria,,2,radiologists,2 years,,10 years,blinded,off-site independent,40,5,5-grade confidence,,Cohen_weighted,weighted_unspecified,0.13,,,,,,,,,,0,not_bosniak_category_agreement,weight_not_specified,CEUS,,modified,modified,pairwise,modality;version,Quaia_2008_c1,weight_not_specified;no_ci,inter-reader,30.6,0,,lower_modality_priority,6.0,general,blinded,retrospective,Europe
C207,Quaia_2008,inter-reader,CT,,Bosniak,,2,radiologists,2 years,,6 years,blinded,off-site independent,40,5,5-grade Bosniak,,Cohen_weighted,weighted_unspecified,0.58,,,,,,,,,,0,not_bosniak_category_agreement,weight_not_specified,CT,,original,original,pairwise,modality;version,Quaia_2008_c1,weight_not_specified;no_ci,inter-reader,30.6,0,median_synthetic:0.5800,,4.0,general,blinded,retrospective,Europe
C208,Quaia_2008,inter-reader,CT,,Bosniak,,2,radiologists,6 years,,10 years,blinded,off-site independent,40,5,5-grade,,Cohen_weighted,weighted_unspecified,0.59,,,,,,,,,,0,not_bosniak_category_agreement,weight_not_specified,CT,,original,original,pairwise,modality;version,Quaia_2008_c1,weight_not_specified;no_ci,inter-reader,30.6,0,,pairwise_aggregated_to_median,8.0,general,blinded,retrospective,Europe
C209,Quaia_2008,inter-reader,CT,,Bosniak,,2,radiologists,2 years,,10 years,blinded,off-site independent,40,5,5-grade,,Cohen_weighted,weighted_unspecified,0.55,,,,,,,,,,0,not_bosniak_category_agreement,weight_not_specified,CT,,original,original,pairwise,modality;version,Quaia_2008_c1,weight_not_specified;no_ci,inter-reader,30.6,0,,pairwise_aggregated_to_median,6.0,general,blinded,retrospective,Europe
C210,Quaia_2008,inter-reader,US,,US criteria,,2,radiologists,2 years,,6 years,blinded,off-site independent,40,5,5-grade,,Cohen_weighted,weighted_unspecified,0.64,,,,,,,,,,0,not_bosniak_category_agreement,weight_not_specified,US,,modified,modified,pairwise,modality;version,Quaia_2008_c1,weight_not_specified;no_ci,inter-reader,30.6,0,,lower_modality_priority,4.0,general,blinded,retrospective,Europe
C211,Quaia_2008,inter-reader,US,,US criteria,,2,radiologists,6 years,,10 years,blinded,off-site independent,40,5,5-grade,,Cohen_weighted,weighted_unspecified,0.86,,,,,,,,,,0,not_bosniak_category_agreement,weight_not_specified,US,,modified,modified,pairwise,modality;version,Quaia_2008_c1,weight_not_specified;no_ci,inter-reader,30.6,0,,lower_modality_priority,8.0,general,blinded,retrospective,Europe
C212,Quaia_2008,inter-reader,US,,US criteria,,2,radiologists,2 years,,10 years,blinded,off-site independent,40,5,5-grade,,Cohen_weighted,weighted_unspecified,0.5,,,,,,,,,,0,not_bosniak_category_agreement,weight_not_specified,US,,modified,modified,pairwise,modality;version,Quaia_2008_c1,weight_not_specified;no_ci,inter-reader,30.6,0,,lower_modality_priority,6.0,general,blinded,retrospective,Europe
C213,Ragel_2016,inter-reader,CECT,,Bosniak,,2,radiologists,9 years,,6 years,blinded to alternative modality,"independent, proformas",51,5,"I, II, IIF, III, IV",,Cohen_linear,linear,0.45,0.097,0.26,0.64,0.5098,,,,,,1,,,CT,,original,original,single_pair,modality;version,Ragel_2016_c1,,inter-reader,9.49,1,single_pair_direct,,7.5,general,blinded,prospective,Europe
C214,Ragel_2016,inter-modality,CECT,CEUS,Bosniak,Bosniak,1,radiologist,9 years,,,blinded to other modality,independent,51,5,"I, II, IIF, III, IV",,Cohen_linear,linear,0.33,0.117,0.1,0.56,0.4706,,,,,,1,,,CT,CEUS,original,unspecified,single,reader_pair,Ragel_2016_c1,,inter-modality,4.49,1,single_direct,,9.0,general,blinded,prospective,Europe
C215,Ragel_2016,inter-modality,CECT,CEUS,Bosniak,Bosniak,1,radiologist,6 years,,,blinded,independent,51,5,"I, II, IIF, III, IV",,Cohen_linear,unweighted,0.1546,,,,0.3333,,,,,,1,,derived_from_table,CT,CEUS,original,unspecified,single,reader_pair,Ragel_2016_c1,derived_from_table;no_ci,inter-modality,5.49,0,,lower_priority,6.0,general,blinded,prospective,Europe
C216,Rosenkrantz_2014,inter-reader,MRI 1.5T,,Bosniak original,,2,fellowship-trained abdominal radiologists,5 years,,1 year,blinded to field strength/clinical details; randomized,independent retrospective,33,5,"I, II, IIF, III, IV",ranked 1-5,Cohen_linear,linear,0.36,,,,,,,,,,1,,,MRI,,original,original,single_pair,reader_pair,Rosenkrantz_2014_c1,no_ci,inter-reader,29.67,0,,alternative_acquisition_within_study,3.0,mixed,blinded,retrospective,North_America
C217,Rosenkrantz_2014,inter-reader,MRI 3.0T,,Bosniak original,,2,fellowship-trained abdominal radiologists,5 years,,1 year,blinded to field strength,independent retrospective,33,5,"I, II, IIF, III, IV",ranked 1-5,Cohen_linear,linear,0.508,,,,,,,,,,1,,,MRI,,original,original,single_pair,reader_pair,Rosenkrantz_2014_c1,no_ci,inter-reader,29.67,1,standard_acquisition,,3.0,mixed,blinded,retrospective,North_America
C218,Sanz_2016,inter-modality,CEUS,CT,original,original,1,['urology'],>10 years,,,"not applicable (single observer performed CEUS, CT was clinical)",prospective,67,4,"['II', 'IIF', 'III', 'IV']",,kappa_unspecified,unspecified,0.71,0.071,0.57,0.85,,,,,,,0,,kappa_type_not_specified;weight_not_specified,CEUS,CT,unspecified,original,single,n_categories;n_cysts;weight,Sanz_2016_c1,kappa_type_not_specified;weight_not_specified,inter-modality,7.33,1,full_category_preferred,,10.0,non_radiology,unclear,prospective,Europe
C219,Sanz_2016,inter-modality,CEUS,CT,original,original,1,['urology'],>10 years,,,not applicable,prospective,67,2,"['II', 'not II']",dichotomized: category II vs not,kappa_unspecified,not_applicable,0.79,0.077,0.64,0.94,,,,,,,0,supplementary_collapsed,kappa_type_not_specified,CEUS,CT,unspecified,original,single,n_categories;n_cysts;weight,Sanz_2016_c1,kappa_type_not_specified,inter-modality,6.33,0,,dichotomized_lower_information,10.0,non_radiology,unclear,prospective,Europe
C220,Sanz_2016,inter-modality,CEUS,CT,original,original,1,['urology'],>10 years,,,not applicable,prospective,67,2,"['IIF', 'not IIF']",dichotomized: category IIF vs not,kappa_unspecified,not_applicable,0.51,0.181,0.16,0.87,,,,,,,0,supplementary_collapsed,kappa_type_not_specified,CEUS,CT,unspecified,original,single,n_categories;n_cysts;weight,Sanz_2016_c1,kappa_type_not_specified;wide_ci,inter-modality,6.33,0,,duplicate_within_study,10.0,non_radiology,unclear,prospective,Europe
C221,Sanz_2016,inter-modality,CEUS,CT,original,original,1,['urology'],>10 years,,,not applicable,prospective,67,2,"['III', 'not III']",dichotomized: category III vs not,kappa_unspecified,not_applicable,0.67,0.115,0.45,0.9,,,,,,,0,supplementary_collapsed,kappa_type_not_specified,CEUS,CT,unspecified,original,single,n_categories;n_cysts;weight,Sanz_2016_c1,kappa_type_not_specified,inter-modality,6.33,0,,duplicate_within_study,10.0,non_radiology,unclear,prospective,Europe
C222,Sanz_2016,inter-modality,CEUS,CT,original,original,1,['urology'],>10 years,,,not applicable,prospective,67,2,"['IV', 'not IV']",dichotomized: category IV vs not,kappa_unspecified,not_applicable,0.72,0.117,0.49,0.95,,,,,,,0,supplementary_collapsed,kappa_type_not_specified,CEUS,CT,unspecified,original,single,n_categories;n_cysts;weight,Sanz_2016_c1,kappa_type_not_specified,inter-modality,6.33,0,,duplicate_within_study,10.0,non_radiology,unclear,prospective,Europe
C223,Sanz_2016,inter-modality,CEUS,CT,original,original,1,['urology'],>10 years,,,not applicable,prospective,66,2,"['benign (2-2F)', 'malignant (3-4)']",dichotomized: benign (Bosniak 2-2F) vs malignant (Bosniak 3-4),Cohen_unweighted,unweighted,0.74,0.084,0.58,0.91,0.879,,,,,,1,supplementary_collapsed,kappa_type_not_specified,CEUS,CT,unspecified,original,single,n_categories;n_cysts;weight,Sanz_2016_c2,kappa_type_not_specified,inter-modality,6.34,0,,lower_priority,10.0,non_radiology,unclear,prospective,Europe
C224,Seppala_2014,inter-reader,MRI,,original (with IIF),,4,"['radiology (2 staff abdominal radiologists, 2 radiology residents)']",residents to fellowship-trained staff,,,"blinded to pathology, clinical record, and original MRI report","independent, sessions of 20 cases",100,5,"['I', 'II', 'IIF', 'III', 'IV']",,ICC,not_applicable,,,,,,,,0.66,intraclass correlation coefficient (type not specified),,0,,,MRI,,original,original,pooled,n_categories;n_readers,Seppala_2014_c1,no_ci,inter-reader,-1,1,pooled_direct,,,mixed,blinded,retrospective,North_America
C225,Seppala_2014,inter-reader,MRI,,original (with IIF),,2,['fellowship-trained abdominal radiology'],staff radiologists,,,blinded,independent,100,5,"['I', 'II', 'IIF', 'III', 'IV']",,ICC,not_applicable,,,,,,,,0.63,intraclass correlation coefficient,,0,,,MRI,,original,original,pairwise,n_categories;n_readers,Seppala_2014_c1,no_ci,inter-reader,29,0,,less_preferred_structure:pairwise;lower_priority,,mixed,blinded,retrospective,North_America
C226,Seppala_2014,inter-reader,MRI,,original (with IIF),,2,['radiology residents'],residents,,,blinded,independent,100,5,"['I', 'II', 'IIF', 'III', 'IV']",,ICC,not_applicable,,,,,,,,0.59,intraclass correlation coefficient,,0,,,MRI,,original,original,pairwise,n_categories;n_readers,Seppala_2014_c1,no_ci,inter-reader,29,0,,less_preferred_structure:pairwise;lower_priority,,mixed,blinded,retrospective,North_America
C227,Seppala_2014,inter-reader,MRI,,original,,4,['radiology'],mixed,,,blinded,independent,100,2,"['I', 'not I']",category-specific,ICC,not_applicable,,,,,,,,0.55,intraclass correlation coefficient,,0,,,MRI,,original,original,pooled,n_categories;n_readers,Seppala_2014_c1,no_ci,inter-reader,-1,0,,duplicate_within_study,,general,blinded,retrospective,North_America
C228,Seppala_2014,inter-reader,MRI,,original,,4,['radiology'],mixed,,,blinded,independent,100,2,"['II', 'not II']",category-specific,ICC,not_applicable,,,,,,,,0.34,intraclass correlation coefficient,,0,,,MRI,,original,original,pooled,n_categories;n_readers,Seppala_2014_c1,no_ci,inter-reader,-1,0,,duplicate_within_study,,general,blinded,retrospective,North_America
C229,Seppala_2014,inter-reader,MRI,,original,,4,['radiology'],mixed,,,blinded,independent,100,2,"['IIF', 'not IIF']",category-specific,ICC,not_applicable,,,,,,,,0.14,intraclass correlation coefficient,,0,,,MRI,,original,original,pooled,n_categories;n_readers,Seppala_2014_c1,no_ci,inter-reader,-1,0,,duplicate_within_study,,general,blinded,retrospective,North_America
C230,Seppala_2014,inter-reader,MRI,,original,,4,['radiology'],mixed,,,blinded,independent,100,2,"['III', 'not III']",category-specific,ICC,not_applicable,,,,,,,,0.28,intraclass correlation coefficient,,0,,,MRI,,original,original,pooled,n_categories;n_readers,Seppala_2014_c1,no_ci,inter-reader,-1,0,,duplicate_within_study,,general,blinded,retrospective,North_America
C231,Seppala_2014,inter-reader,MRI,,original,,4,['radiology'],mixed,,,blinded,independent,100,2,"['IV', 'not IV']",category-specific,ICC,not_applicable,,,,,,,,0.41,intraclass correlation coefficient,,0,,,MRI,,original,original,pooled,n_categories;n_readers,Seppala_2014_c1,no_ci,inter-reader,-1,0,,duplicate_within_study,,general,blinded,retrospective,North_America
C235,Shaish_2019,inter-reader,CT and MRI (mixed),,original (pre-2019),,2,['fellowship-trained abdominal radiology'],4 years,,13 years,blinded to prospective readings and each other,"independent, with prior consensus training on 20 cases",138,3,"['IIF', 'III', 'IV']",,Cohen_weighted,weighted_unspecified,0.94,,,,,,,,,,0,,weight_not_specified,CT_MRI,,original,original,pairwise,reader_pair,Shaish_2019_c1,no_ci,inter-reader,28.62,0,,pairwise_aggregated_to_median,8.5,mixed,blinded,retrospective,North_America
C236,Shaish_2019,inter-reader,CT and MRI (mixed),,original,,2,"['fellowship-trained abdominal radiology', 'various clinical radiologists']",,,,"reader blinded, prospective was clinical",blinded retrospective vs prospective clinical,138,3,"['IIF', 'III', 'IV']",,Cohen_weighted,weighted_unspecified,0.72,,,,,,,,,,0,,weight_not_specified,CT_MRI,,original,original,pairwise,reader_pair,Shaish_2019_c1,no_ci,inter-reader,28.62,0,,pairwise_aggregated_to_median,,mixed,blinded,retrospective,North_America
